ÅR,Måned,regnr,navn,Attribute,Value
2021,12,53101,Salling Group Forsikring A/S,Combined ratio,76.5
2021,12,53101,Salling Group Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),7.8
2021,12,53101,Salling Group Forsikring A/S,Operating ratio,76.8
2021,12,53101,Salling Group Forsikring A/S,Relativt afløbsresultat,5.9
2021,12,53103,ETU Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),78.0
2021,12,53103,ETU Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),24.0
2021,12,53103,ETU Forsikring A/S,Combined ratio,99.0
2021,12,53103,ETU Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),5.0
2021,12,53103,ETU Forsikring A/S,Operating ratio,99.0
2021,12,53103,ETU Forsikring A/S,Relativt afløbsresultat,-18.0
2021,12,53106,Forsikringsselskabet Vendsyssel A/S,Bruttoerstatningsprocent (Loss ratio),50.3
2021,12,53106,Forsikringsselskabet Vendsyssel A/S,Bruttoomkostningsprocent (Expense ratio),21.5
2021,12,53106,Forsikringsselskabet Vendsyssel A/S,Combined ratio,82.6
2021,12,53106,Forsikringsselskabet Vendsyssel A/S,Egenkapitalforrentning i pct. (Return on equity),10.6
2021,12,53106,Forsikringsselskabet Vendsyssel A/S,Operating ratio,82.6
2021,12,53106,Forsikringsselskabet Vendsyssel A/S,Relativt afløbsresultat,10.5
2021,12,53108,FF Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),26.86
2021,12,53108,FF Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),33.24
2021,12,53108,FF Forsikring A/S,Combined ratio,60.1
2021,12,53108,FF Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),41.76
2021,12,53108,FF Forsikring A/S,Operating ratio,60.1
2021,12,53108,FF Forsikring A/S,Relativt afløbsresultat,0.01
2021,12,53110,DSV Insurance A/S,Bruttoerstatningsprocent (Loss ratio),43.0
2021,12,53110,DSV Insurance A/S,Bruttoomkostningsprocent (Expense ratio),16.0
2021,12,53110,DSV Insurance A/S,Combined ratio,70.0
2021,12,53110,DSV Insurance A/S,Egenkapitalforrentning i pct. (Return on equity),34.0
2021,12,53110,DSV Insurance A/S,Operating ratio,70.0
2021,12,53110,DSV Insurance A/S,Relativt afløbsresultat,15.0
2021,12,53111,Fri Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),31.3
2021,12,53111,Fri Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),19.5
2021,12,53111,Fri Forsikring A/S,Combined ratio,55.9
2021,12,53111,Fri Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),25.9
2021,12,53111,Fri Forsikring A/S,Operating ratio,55.9
2021,12,53111,Fri Forsikring A/S,Relativt afløbsresultat,22.7
2021,12,53113,Maersk Insurance A/S,Bruttoerstatningsprocent (Loss ratio),56.0
2021,12,53113,Maersk Insurance A/S,Bruttoomkostningsprocent (Expense ratio),5.0
2021,12,53113,Maersk Insurance A/S,Combined ratio,87.0
2021,12,53113,Maersk Insurance A/S,Egenkapitalforrentning i pct. (Return on equity),7.0
2021,12,53113,Maersk Insurance A/S,Operating ratio,87.0
2021,12,53113,Maersk Insurance A/S,Relativt afløbsresultat,6.0
2021,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Bruttoerstatningsprocent (Loss ratio),73.0
2021,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Bruttoomkostningsprocent (Expense ratio),25.0
2021,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Combined ratio,98.0
2021,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Egenkapitalforrentning i pct. (Return on equity),1.0
2021,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Operating ratio,99.0
2021,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Relativt afløbsresultat,17.0
2021,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Bruttoerstatningsprocent (Loss ratio),95.7
2021,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Bruttoomkostningsprocent (Expense ratio),25.7
2021,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Combined ratio,121.3
2021,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Egenkapitalforrentning i pct. (Return on equity),4.4
2021,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Operating ratio,121.4
2021,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Relativt afløbsresultat,0.6
2021,12,53119,Domus Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),86.0
2021,12,53119,Domus Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),23.0
2021,12,53119,Domus Forsikring A/S,Combined ratio,2.0
2021,12,53119,Domus Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),-76.0
2021,12,53119,Domus Forsikring A/S,Operating ratio,111.0
2021,12,53119,Domus Forsikring A/S,Relativt afløbsresultat,-45.0
2021,12,53120,Amorta Arbejdsskadesforsikringsselskab A/S,Egenkapitalforrentning i pct. (Return on equity),14.3
2021,12,53120,Amorta Arbejdsskadesforsikringsselskab A/S,Relativt afløbsresultat,6.6
2021,12,53121,Forsikringsselskabet Dansk Sundhedssikring A/S,Bruttoerstatningsprocent (Loss ratio),64.0
2021,12,53121,Forsikringsselskabet Dansk Sundhedssikring A/S,Bruttoomkostningsprocent (Expense ratio),22.0
2021,12,53121,Forsikringsselskabet Dansk Sundhedssikring A/S,Combined ratio,86.0
2021,12,53121,Forsikringsselskabet Dansk Sundhedssikring A/S,Egenkapitalforrentning i pct. (Return on equity),26.0
2021,12,53121,Forsikringsselskabet Dansk Sundhedssikring A/S,Operating ratio,14.0
2021,12,53121,Forsikringsselskabet Dansk Sundhedssikring A/S,Relativt afløbsresultat,0.0
2021,12,53122,Codan Forsikring A/S (53122),Bruttoerstatningsprocent (Loss ratio),0.0
2021,12,53122,Codan Forsikring A/S (53122),Bruttoomkostningsprocent (Expense ratio),0.0
2021,12,53122,Codan Forsikring A/S (53122),Combined ratio,0.0
2021,12,53122,Codan Forsikring A/S (53122),Egenkapitalforrentning i pct. (Return on equity),-250.0
2021,12,53122,Codan Forsikring A/S (53122),Operating ratio,0.0
2021,12,53122,Codan Forsikring A/S (53122),Relativt afløbsresultat,0.0
2022,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Bruttoerstatningsprocent (Loss ratio),23.1
2022,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Bruttoomkostningsprocent (Expense ratio),20.2
2022,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Combined ratio,50.9
2022,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Egenkapitalforrentning i pct. (Return on equity),10.3
2022,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Operating ratio,50.9
2022,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Relativt afløbsresultat,2.8
2022,12,50099,Lokal Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),74.0
2022,12,50099,Lokal Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),25.3
2022,12,50099,Lokal Forsikring G/S,Combined ratio,109.3
2022,12,50099,Lokal Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),-20.7
2022,12,50099,Lokal Forsikring G/S,Operating ratio,108.7
2022,12,50099,Lokal Forsikring G/S,Relativt afløbsresultat,-11.1
2022,12,50102,VESTJYLLAND FORSIKRING GS.,Bruttoerstatningsprocent (Loss ratio),63.9
2022,12,50102,VESTJYLLAND FORSIKRING GS.,Bruttoomkostningsprocent (Expense ratio),19.1
2022,12,50102,VESTJYLLAND FORSIKRING GS.,Combined ratio,88.9
2022,12,50102,VESTJYLLAND FORSIKRING GS.,Egenkapitalforrentning i pct. (Return on equity),-2.3
2022,12,50102,VESTJYLLAND FORSIKRING GS.,Operating ratio,87.4
2022,12,50102,VESTJYLLAND FORSIKRING GS.,Relativt afløbsresultat,15.5
2022,12,50140,HF-Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),54.1
2022,12,50140,HF-Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),41.2
2022,12,50140,HF-Forsikring G/S,Combined ratio,106.7
2022,12,50140,HF-Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),-10.7
2022,12,50140,HF-Forsikring G/S,Operating ratio,106.2
2022,12,50140,HF-Forsikring G/S,Relativt afløbsresultat,-10.3
2022,12,50149,Europæiske Rejseforsikring A/S,Bruttoerstatningsprocent (Loss ratio),44.08
2022,12,50149,Europæiske Rejseforsikring A/S,Bruttoomkostningsprocent (Expense ratio),56.22
2022,12,50149,Europæiske Rejseforsikring A/S,Combined ratio,106.71
2022,12,50149,Europæiske Rejseforsikring A/S,Egenkapitalforrentning i pct. (Return on equity),23.62
2022,12,50149,Europæiske Rejseforsikring A/S,Operating ratio,105.15
2022,12,50149,Europæiske Rejseforsikring A/S,Relativt afløbsresultat,25.33
2022,12,50167,Storstrøms Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),76.0
2022,12,50167,Storstrøms Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),27.0
2022,12,50167,Storstrøms Forsikring G/S,Combined ratio,107.0
2022,12,50167,Storstrøms Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),-22.0
2022,12,50167,Storstrøms Forsikring G/S,Operating ratio,106.0
2022,12,50167,Storstrøms Forsikring G/S,Relativt afløbsresultat,-2.0
2022,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Bruttoerstatningsprocent (Loss ratio),80.0
2022,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Bruttoomkostningsprocent (Expense ratio),52.0
2022,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Combined ratio,132.0
2022,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Egenkapitalforrentning i pct. (Return on equity),-15.0
2022,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Operating ratio,132.0
2022,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Relativt afløbsresultat,8.0
2022,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Bruttoerstatningsprocent (Loss ratio),67.25
2022,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Bruttoomkostningsprocent (Expense ratio),30.03
2022,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Combined ratio,101.72
2022,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Egenkapitalforrentning i pct. (Return on equity),-10.02
2022,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Operating ratio,100.64
2022,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Relativt afløbsresultat,2.48
2022,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Bruttoerstatningsprocent (Loss ratio),18.0
2022,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Bruttoomkostningsprocent (Expense ratio),25.1
2022,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Combined ratio,51.3
2022,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Egenkapitalforrentning i pct. (Return on equity),-1.1
2022,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Operating ratio,51.0
2022,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Relativt afløbsresultat,-32.2
2022,12,50240,Sønderjysk Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),64.0
2022,12,50240,Sønderjysk Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),23.6
2022,12,50240,Sønderjysk Forsikring G/S,Combined ratio,93.4
2022,12,50240,Sønderjysk Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),0.2
2022,12,50240,Sønderjysk Forsikring G/S,Operating ratio,93.4
2022,12,50240,Sønderjysk Forsikring G/S,Relativt afløbsresultat,-0.8
2022,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Bruttoerstatningsprocent (Loss ratio),73.5
2022,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Bruttoomkostningsprocent (Expense ratio),20.2
2022,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Combined ratio,95.6
2022,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Egenkapitalforrentning i pct. (Return on equity),3.4
2022,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Operating ratio,95.3
2022,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Relativt afløbsresultat,0.3
2022,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Bruttoerstatningsprocent (Loss ratio),67.0
2022,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Bruttoomkostningsprocent (Expense ratio),29.0
2022,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Combined ratio,105.0
2022,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Egenkapitalforrentning i pct. (Return on equity),-16.0
2022,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Operating ratio,105.0
2022,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Relativt afløbsresultat,1.0
2022,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Bruttoerstatningsprocent (Loss ratio),-2.0
2022,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Bruttoomkostningsprocent (Expense ratio),113.0
2022,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Combined ratio,112.0
2022,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Egenkapitalforrentning i pct. (Return on equity),-8.9
2022,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Operating ratio,112.0
2022,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Relativt afløbsresultat,0.0
2022,12,50453,NærBrand G/S (Under frivillig likvidation),Bruttoerstatningsprocent (Loss ratio),54.5
2022,12,50453,NærBrand G/S (Under frivillig likvidation),Bruttoomkostningsprocent (Expense ratio),57.5
2022,12,50453,NærBrand G/S (Under frivillig likvidation),Combined ratio,113.6
2022,12,50453,NærBrand G/S (Under frivillig likvidation),Egenkapitalforrentning i pct. (Return on equity),-5.1
2022,12,50453,NærBrand G/S (Under frivillig likvidation),Operating ratio,112.6
2022,12,50453,NærBrand G/S (Under frivillig likvidation),Relativt afløbsresultat,8.5
2022,12,50479,Skibsforsikringen Frederikshavn G/F,Bruttoerstatningsprocent (Loss ratio),57.16
2022,12,50479,Skibsforsikringen Frederikshavn G/F,Bruttoomkostningsprocent (Expense ratio),17.59
2022,12,50479,Skibsforsikringen Frederikshavn G/F,Combined ratio,89.14
2022,12,50479,Skibsforsikringen Frederikshavn G/F,Egenkapitalforrentning i pct. (Return on equity),-4.46
2022,12,50479,Skibsforsikringen Frederikshavn G/F,Operating ratio,89.14
2022,12,50479,Skibsforsikringen Frederikshavn G/F,Relativt afløbsresultat,2.85
2022,12,50568,Danske Privatbaners Forsikringsforening G/S,Bruttoerstatningsprocent (Loss ratio),11.26
2022,12,50568,Danske Privatbaners Forsikringsforening G/S,Bruttoomkostningsprocent (Expense ratio),2.38
2022,12,50568,Danske Privatbaners Forsikringsforening G/S,Combined ratio,47.67
2022,12,50568,Danske Privatbaners Forsikringsforening G/S,Egenkapitalforrentning i pct. (Return on equity),-4.43
2022,12,50568,Danske Privatbaners Forsikringsforening G/S,Operating ratio,58.65
2022,12,50568,Danske Privatbaners Forsikringsforening G/S,Relativt afløbsresultat,4.3
2022,12,50580,Dansk Søforsikring G/S (opløst efter frivillig likvidation),Bruttoerstatningsprocent (Loss ratio),0.0
2022,12,50580,Dansk Søforsikring G/S (opløst efter frivillig likvidation),Bruttoomkostningsprocent (Expense ratio),0.0
2022,12,50580,Dansk Søforsikring G/S (opløst efter frivillig likvidation),Combined ratio,0.0
2022,12,50580,Dansk Søforsikring G/S (opløst efter frivillig likvidation),Egenkapitalforrentning i pct. (Return on equity),-13.0
2022,12,50580,Dansk Søforsikring G/S (opløst efter frivillig likvidation),Operating ratio,0.0
2022,12,50580,Dansk Søforsikring G/S (opløst efter frivillig likvidation),Relativt afløbsresultat,56.0
2022,12,50635,Fiskernes Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),47.54
2022,12,50635,Fiskernes Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),30.15
2022,12,50635,Fiskernes Forsikring G/S,Combined ratio,87.83
2022,12,50635,Fiskernes Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),1.99
2022,12,50635,Fiskernes Forsikring G/S,Operating ratio,87.64
2022,12,50635,Fiskernes Forsikring G/S,Relativt afløbsresultat,6.69
2022,12,51519,Popermo Forsikring g/s,Bruttoerstatningsprocent (Loss ratio),82.8
2022,12,51519,Popermo Forsikring g/s,Bruttoomkostningsprocent (Expense ratio),13.9
2022,12,51519,Popermo Forsikring g/s,Combined ratio,100.3
2022,12,51519,Popermo Forsikring g/s,Egenkapitalforrentning i pct. (Return on equity),-4.5
2022,12,51519,Popermo Forsikring g/s,Operating ratio,99.2
2022,12,51519,Popermo Forsikring g/s,Relativt afløbsresultat,6.5
2022,12,51571,Forsikringsselskabet HIMMERLAND G/S,Bruttoerstatningsprocent (Loss ratio),61.9
2022,12,51571,Forsikringsselskabet HIMMERLAND G/S,Bruttoomkostningsprocent (Expense ratio),21.6
2022,12,51571,Forsikringsselskabet HIMMERLAND G/S,Combined ratio,90.9
2022,12,51571,Forsikringsselskabet HIMMERLAND G/S,Egenkapitalforrentning i pct. (Return on equity),0.2
2022,12,51571,Forsikringsselskabet HIMMERLAND G/S,Operating ratio,90.1
2022,12,51571,Forsikringsselskabet HIMMERLAND G/S,Relativt afløbsresultat,6.4
2022,12,51619,GF Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),69.8
2022,12,51619,GF Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),23.8
2022,12,51619,GF Forsikring A/S,Combined ratio,94.6
2022,12,51619,GF Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),-10.9
2022,12,51619,GF Forsikring A/S,Operating ratio,94.5
2022,12,51619,GF Forsikring A/S,Relativt afløbsresultat,9.8
2022,12,51706,"SYGEFORSIKRINGEN ""DANMARK"", GS",Bruttoerstatningsprocent (Loss ratio),97.9
2022,12,51706,"SYGEFORSIKRINGEN ""DANMARK"", GS",Bruttoomkostningsprocent (Expense ratio),3.5
2022,12,51706,"SYGEFORSIKRINGEN ""DANMARK"", GS",Combined ratio,101.4
2022,12,51706,"SYGEFORSIKRINGEN ""DANMARK"", GS",Egenkapitalforrentning i pct. (Return on equity),-16.9
2022,12,51706,"SYGEFORSIKRINGEN ""DANMARK"", GS",Operating ratio,101.3
2022,12,51706,"SYGEFORSIKRINGEN ""DANMARK"", GS",Relativt afløbsresultat,2.8
2022,12,51777,Thisted Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),73.1
2022,12,51777,Thisted Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),20.5
2022,12,51777,Thisted Forsikring A/S,Combined ratio,88.3
2022,12,51777,Thisted Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),0.6
2022,12,51777,Thisted Forsikring A/S,Operating ratio,87.7
2022,12,51777,Thisted Forsikring A/S,Relativt afløbsresultat,9.7
2022,12,51778,"Købstædernes Forsikring, gensidig",Bruttoerstatningsprocent (Loss ratio),99.9
2022,12,51778,"Købstædernes Forsikring, gensidig",Bruttoomkostningsprocent (Expense ratio),21.4
2022,12,51778,"Købstædernes Forsikring, gensidig",Combined ratio,101.2
2022,12,51778,"Købstædernes Forsikring, gensidig",Egenkapitalforrentning i pct. (Return on equity),-6.7
2022,12,51778,"Købstædernes Forsikring, gensidig",Operating ratio,100.3
2022,12,51778,"Købstædernes Forsikring, gensidig",Relativt afløbsresultat,-7.5
2022,12,51949,Forsikringsselskabet Nærsikring A/S,Bruttoerstatningsprocent (Loss ratio),59.3
2022,12,51949,Forsikringsselskabet Nærsikring A/S,Bruttoomkostningsprocent (Expense ratio),13.0
2022,12,51949,Forsikringsselskabet Nærsikring A/S,Combined ratio,0.9
2022,12,51949,Forsikringsselskabet Nærsikring A/S,Egenkapitalforrentning i pct. (Return on equity),-6.7
2022,12,51949,Forsikringsselskabet Nærsikring A/S,Operating ratio,73.2
2022,12,51949,Forsikringsselskabet Nærsikring A/S,Relativt afløbsresultat,6.1
2022,12,52009,Topdanmark Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),62.6
2022,12,52009,Topdanmark Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),16.5
2022,12,52009,Topdanmark Forsikring A/S,Combined ratio,81.8
2022,12,52009,Topdanmark Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),36.1
2022,12,52009,Topdanmark Forsikring A/S,Operating ratio,81.8
2022,12,52009,Topdanmark Forsikring A/S,Relativt afløbsresultat,1.4
2022,12,53028,Bornholms Brandforsikring A/S,Bruttoerstatningsprocent (Loss ratio),64.8
2022,12,53028,Bornholms Brandforsikring A/S,Bruttoomkostningsprocent (Expense ratio),19.2
2022,12,53028,Bornholms Brandforsikring A/S,Combined ratio,90.5
2022,12,53028,Bornholms Brandforsikring A/S,Egenkapitalforrentning i pct. (Return on equity),-5.8
